inference	item	correct	crossing
{E/D} the car {Comp} the tree hit{Conn}the tree hit the car.	0	True	False
{E/D} the car {Comp} the tree hit{Conn}the car hit the tree.	0	False	False
{E/D} the tree {Comp} the car hit{Conn}the car hit the tree.	0	True	False
{E/D} the tree {Comp} the car hit{Conn}the tree hit the car.	0	False	False
{E/D} the grandma {Comp} the girl kissed{Conn}the girl kissed the grandma.	1	True	False
{E/D} the grandma {Comp} the girl kissed{Conn}the grandma kissed the girl.	1	False	False
{E/D} the girl {Comp} the grandma kissed{Conn}the grandma kissed the girl.	1	True	False
{E/D} the girl {Comp} the grandma kissed{Conn}the girl kissed the grandma.	1	False	False
{E/D} the dog {Comp} the cat bit{Conn}the cat bit the dog.	2	True	False
{E/D} the dog {Comp} the cat bit{Conn}the dog bit the cat.	2	False	False
{E/D} the cat {Comp} the dog bit{Conn}the dog bit the cat.	2	True	False
{E/D} the cat {Comp} the dog bit{Conn}the cat bit the dog.	2	False	False
{E/D} the lion {Comp} the tiger chased{Conn}the tiger chased the lion.	3	True	False
{E/D} the lion {Comp} the tiger chased{Conn}the lion chased the tiger.	3	False	False
{E/D} the tiger {Comp} the lion chased{Conn}the lion chased the tiger.	3	True	False
{E/D} the tiger {Comp} the lion chased{Conn}the tiger chased the lion.	3	False	False
{E/D} the doctor {Comp} the patient reviewed{Conn}the patient reviewed the doctor.	4	True	False
{E/D} the doctor {Comp} the patient reviewed{Conn}the doctor reviewed the patient.	4	False	False
{E/D} the patient {Comp} the doctor reviewed{Conn}the doctor reviewed the patient.	4	True	False
{E/D} the patient {Comp} the doctor reviewed{Conn}the patient reviewed the doctor.	4	False	False
{E/D} the President {Comp} the beaurocrat noticed{Conn}the beaurocrat noticed the President.	5	True	False
{E/D} the President {Comp} the beaurocrat noticed{Conn}the President noticed the beaurocrat.	5	False	False
{E/D} the beaurocrat {Comp} the President noticed{Conn}the President noticed the beaurocrat.	5	True	False
{E/D} the beaurocrat {Comp} the President noticed{Conn}the beaurocrat noticed the President.	5	False	False
{E/D} the bride {Comp} the priest slapped{Conn}the priest slapped the bride.	6	True	False
{E/D} the bride {Comp} the priest slapped{Conn}the bride slapped the priest.	6	False	False
{E/D} the priest {Comp} the bride slapped{Conn}the bride slapped the priest.	6	True	False
{E/D} the priest {Comp} the bride slapped{Conn}the priest slapped the bride.	6	False	False
{E/D} the bee {Comp} the flower appreciated{Conn}the flower appreciated the bee.	7	True	False
{E/D} the bee {Comp} the flower appreciated{Conn}the bee appreciated the flower.	7	False	False
{E/D} the flower {Comp} the bee appreciated{Conn}the bee appreciated the flower.	7	True	False
{E/D} the flower {Comp} the bee appreciated{Conn}the flower appreciated the bee.	7	False	False
{E/D} the baby {Comp} the nurse loved{Conn}the nurse loved the baby.	8	True	False
{E/D} the baby {Comp} the nurse loved{Conn}the baby loved the nurse.	8	False	False
{E/D} the nurse {Comp} the baby loved{Conn}the baby loved the nurse.	8	True	False
{E/D} the nurse {Comp} the baby loved{Conn}the nurse loved the baby.	8	False	False
{E/D} the virus {Comp} the antibodies stopped{Conn}the antibodies stopped the virus.	9	True	False
{E/D} the virus {Comp} the antibodies stopped{Conn}the virus stopped the antibodies.	9	False	False
{E/D} the antibodies {Comp} the virus stopped{Conn}the virus stopped the antibodies.	9	True	False
{E/D} the antibodies {Comp} the virus stopped{Conn}the antibodies stopped the virus.	9	False	False
{E/D} the chef {Comp} the octopus squeezed{Conn}the octopus squeezed the chef.	10	True	False
{E/D} the chef {Comp} the octopus squeezed{Conn}the chef squeezed the octopus.	10	False	False
{E/D} the octopus {Comp} the chef squeezed{Conn}the chef squeezed the octopus.	10	True	False
{E/D} the octopus {Comp} the chef squeezed{Conn}the octopus squeezed the chef.	10	False	False
{E/D} the journalist {Comp} the senator pestered{Conn}the senator pestered the journalist.	11	True	False
{E/D} the journalist {Comp} the senator pestered{Conn}the journalist pestered the senator.	11	False	False
{E/D} the senator {Comp} the journalist pestered{Conn}the journalist pestered the senator.	11	True	False
{E/D} the senator {Comp} the journalist pestered{Conn}the senator pestered the journalist.	11	False	False
{E/D} the ant {Comp} the grasshopper saw{Conn}the grasshopper saw the ant.	12	True	False
{E/D} the ant {Comp} the grasshopper saw{Conn}the ant saw the grasshopper.	12	False	False
{E/D} the grasshopper {Comp} the ant saw{Conn}the ant saw the grasshopper.	12	True	False
{E/D} the grasshopper {Comp} the ant saw{Conn}the grasshopper saw the ant.	12	False	False
{E/D} the princess {Comp} the witch angered{Conn}the witch angered the princess.	13	True	False
{E/D} the princess {Comp} the witch angered{Conn}the princess angered the witch.	13	False	False
{E/D} the witch {Comp} the princess angered{Conn}the princess angered the witch.	13	True	False
{E/D} the witch {Comp} the princess angered{Conn}the witch angered the princess.	13	False	False
{E/D} the fish {Comp} the turtle sought{Conn}the turtle sought the fish.	14	True	False
{E/D} the fish {Comp} the turtle sought{Conn}the fish sought the turtle.	14	False	False
{E/D} the turtle {Comp} the fish sought{Conn}the fish sought the turtle.	14	True	False
{E/D} the turtle {Comp} the fish sought{Conn}the turtle sought the fish.	14	False	False
{E/D} the king {Comp} the jester entertained{Conn}the jester entertained the king.	15	True	False
{E/D} the king {Comp} the jester entertained{Conn}the king entertained the jester.	15	False	False
{E/D} the jester {Comp} the king entertained{Conn}the king entertained the jester.	15	True	False
{E/D} the jester {Comp} the king entertained{Conn}the jester entertained the king.	15	False	False
{E/D} the poet {Comp} the dandelion brushed{Conn}the dandelion brushed the poet.	16	True	False
{E/D} the poet {Comp} the dandelion brushed{Conn}the poet brushed the dandelion.	16	False	False
{E/D} the dandelion {Comp} the poet brushed{Conn}the poet brushed the dandelion.	16	True	False
{E/D} the dandelion {Comp} the poet brushed{Conn}the dandelion brushed the poet.	16	False	False
{E/D} the worker {Comp} the boss sued{Conn}the boss sued the worker.	17	True	False
{E/D} the worker {Comp} the boss sued{Conn}the worker sued the boss.	17	False	False
{E/D} the boss {Comp} the worker sued{Conn}the worker sued the boss.	17	True	False
{E/D} the boss {Comp} the worker sued{Conn}the boss sued the worker.	17	False	False
{E/D} the magician {Comp} the bunny touched{Conn}the bunny touched the magician.	18	True	False
{E/D} the magician {Comp} the bunny touched{Conn}the magician touched the bunny.	18	False	False
{E/D} the bunny {Comp} the magician touched{Conn}the magician touched the bunny.	18	True	False
{E/D} the bunny {Comp} the magician touched{Conn}the bunny touched the magician.	18	False	False
{E/D} the dragon {Comp} the child surprised{Conn}the child surprised the dragon.	19	True	False
{E/D} the dragon {Comp} the child surprised{Conn}the dragon surprised the child.	19	False	False
{E/D} the child {Comp} the dragon surprised{Conn}the dragon surprised the child.	19	True	False
{E/D} the child {Comp} the dragon surprised{Conn}the child surprised the dragon.	19	False	False
{E/D} the comedian {Comp} the audience delighted{Conn}the audience delighted the comedian.	20	True	False
{E/D} the comedian {Comp} the audience delighted{Conn}the comedian delighted the audience.	20	False	False
{E/D} the audience {Comp} the comedian delighted{Conn}the comedian delighted the audience.	20	True	False
{E/D} the audience {Comp} the comedian delighted{Conn}the audience delighted the comedian.	20	False	False
{E/D} the therapist {Comp} the insurer frustrated{Conn}the insurer frustrated the therapist.	21	True	False
{E/D} the therapist {Comp} the insurer frustrated{Conn}the therapist frustrated the insurer.	21	False	False
{E/D} the insurer {Comp} the therapist frustrated{Conn}the therapist frustrated the insurer.	21	True	False
{E/D} the insurer {Comp} the therapist frustrated{Conn}the insurer frustrated the therapist.	21	False	False
{E/D} the shoes {Comp} the carpet destroyed{Conn}the carpet destroyed the shoes.	22	True	False
{E/D} the shoes {Comp} the carpet destroyed{Conn}the shoes destroyed the carpet.	22	False	False
{E/D} the carpet {Comp} the shoes destroyed{Conn}the shoes destroyed the carpet.	22	True	False
{E/D} the carpet {Comp} the shoes destroyed{Conn}the carpet destroyed the shoes.	22	False	False
{E/D} the principal {Comp} the student expelled{Conn}the student expelled the principal.	23	True	False
{E/D} the principal {Comp} the student expelled{Conn}the principal expelled the student.	23	False	False
{E/D} the student {Comp} the principal expelled{Conn}the principal expelled the student.	23	True	False
{E/D} the student {Comp} the principal expelled{Conn}the student expelled the principal.	23	False	False
{E/D} the river {Comp} the sea joined{Conn}the sea joined the river.	24	True	False
{E/D} the river {Comp} the sea joined{Conn}the river joined the sea.	24	False	False
{E/D} the sea {Comp} the river joined{Conn}the river joined the sea.	24	True	False
{E/D} the sea {Comp} the river joined{Conn}the sea joined the river.	24	False	False
